"Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr11","Attr12","Attr13","Attr14","Attr15","Attr16","Attr17","Attr18","Attr19","Attr20","Attr22","Attr23","Attr24","Attr25","Attr26","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","class"
0.092026,0.44114,0.005331,1.0121,-26.777,0.18118,0.1132,1.2233,1.0567,0.53963,0.1132,0.25662,0.064268,0.1132,920.57,0.39649,2.2669,0.1132,0.041596,26.269,0.12739,0.033814,0.20825,0.53963,0.34849,0.009631,5.0389,0.15888,0.041596,62.516,5.8385,0.28877,0.12739,2.7334,0.53963,0.046807,0.011774,0.0767,0.046807,59.182,32.913,0.46984,0.56808,27.757,0.065682,0.024134,1.0121,0.44114,0.17128,0.97489,0.97489,583,0.053624,0.17054,0.94638,0,13.895,11.09,59.163,6.1694,4.9167,"0"
0.11049,0.36199,0.59348,2.6395,178.42,0.0099352,0.14327,1.7625,1.2323,0.63801,0.21396,0.39579,0.11771,0.14327,910.86,0.40072,2.7625,0.14327,0.11626,22.123,0.17859,0.089661,0.14327,0.51125,0.31016,13.328,3.596,-0.0094045,0.11626,126.01,2.8966,2.8966,0.18375,1.2323,0.63801,0.14911,1.032,0.066896,0.14492,172.35,150.23,1.4793,2.4332,26,0.1768,0.14347,2.6395,0.36199,0.34523,14.328,14.328,2341,0.14911,0.17318,0.88702,0,16.499,2.4296,107.22,3.4042,27.674,"0"
-0.18431,0.67159,0.054896,1.0822,5.0296,-0.036562,-0.18431,0.48853,1.5348,0.32809,-0.1618,-0.27589,-0.11019,-0.18431,-1449.4,-0.25182,1.489,-0.18431,-0.12009,5.5945,-0.16191,-0.12009,-0.18431,0.24205,-0.25182,0.1981,3.4935,0.35274,-0.11577,153.51,2.5521,2.5387,-0.053605,1.5432,0.32809,-0.034926,0.2065,-0.15258,-0.10549,139.12,133.53,-7.8347,0.24171,5.0362,-0.1771,-0.11539,1.0765,0.66806,0.39183,1.184,1.184,171,-0.03493,-0.56177,1.1049,0,65.243,2.7336,158.87,2.2975,5.5387,"1"
0.14156,0.093074,0.72094,8.7459,77.217,0,0.15947,9.7442,3.436,0.90693,0.21819,1.7134,0.064287,0.15947,153.8,2.3733,10.744,0.15947,0.046413,0.96714,0.083552,0.041198,0.15947,0.44563,2.1808,3.8763,2.8343,-0.036537,0.046413,10.133,36.019,36.019,0.083552,3.436,0.90693,0.024317,2.4126,0.021401,0.024317,62.618,61.65,15.548,8.6481,0.99124,0.022136,0.0064425,8.7459,0.093074,0.027763,4.8763,4.8763,492.3,0.024317,0.15608,0.95534,0,377.4,5.9205,9.887,36.917,18.475,"0"
0.137,0.32606,0.36037,2.1052,42.66,0.29302,0.137,2.0669,1.4377,0.67394,0.14804,0.42016,0.14542,0.137,569.22,0.64123,3.0669,0.137,0.095288,52.517,0.14753,0.095288,0.137,0.33681,0.64123,1.1492,3.4015,0.21548,0.099973,90.353,4.0397,4.0397,0.12054,1.4377,0.67394,0.08384,0.068153,0.04949,0.10261,168.62,116.11,0.66227,1.4708,57.323,0.075448,0.052477,2.1052,0.32606,0.24754,2.1492,2.1492,908.28,0.08384,0.20328,0.90656,0,6.9502,3.1436,82.778,4.4094,4.5849,"0"
0.0036593,0.65302,0.065284,1.1392,-151.37,0.070454,0.0041443,0.3392,0.95967,0.2215,0.0041443,0.0088359,0.056435,0.0041443,5377.3,0.067878,1.5313,0.0041443,0.0052765,158.84,-0.0095496,0.0046591,0.090989,0.2215,0.067135,0.14019,5.142,0.81306,0.0052765,209.17,1.745,-0.014624,-0.0095496,0.8819,0.40549,-0.012159,0.13886,0.70088,-0.012159,218.04,59.194,0.010706,0.41044,152.44,-0.049731,-0.063317,0.81822,0.46903,0.57308,0.47565,0.87074,9053.2,-0.042029,0.016521,1.042,0.83064,2.2979,6.1662,217.97,1.6746,1.6866,"0"
0.047839,0.71744,0.037061,1.0762,-4.6585,0.1422,0.080742,0.35309,1.0252,0.25332,0.080742,0.16611,0.079967,0.080742,1572.7,0.23208,1.3939,0.080742,0.038778,7.7405,0.06292,0.022976,0.21187,0.25332,0.18622,0.077716,4.3095,0.32922,0.038778,87.354,4.1784,0.087702,0.06292,2.1681,0.48468,0.030219,0.10291,0.15864,0.030219,82.935,75.195,1.0834,0.9854,7.9356,-0.022842,-0.01097,0.72917,0.48607,0.23933,0.53121,1.0164,755.79,0.024577,0.18885,0.97542,0.91335,47.154,4.8541,85.207,4.2837,4.3663,"0"
-0.1062,0.94952,-0.31912,0.66391,-57.865,-0.054028,-0.11694,-0.042,0.98633,-0.039879,-0.11694,-0.12315,-0.027101,-0.11694,-4207.2,-0.086756,1.0532,-0.11694,-0.038471,20.079,-0.038729,-0.034939,-0.058718,-0.039879,-0.075448,-0.86341,5.128,0.27386,-0.038471,112.46,3.2455,-0.040788,-0.038729,3.0635,-0.039879,-0.012742,0.12696,-2.204328,-0.012742,61.224,41.145,-0.63513,0.48781,19.804,-0.073288,-0.024112,0.66391,0.94952,0.30812,-0.1079,-0.1079,-41609.02,-0.013859,2.663,1.0139,0,18.178,8.8711,114.02,3.2012,8.2238,"0"
0.21878,0.13536,0.26476,2.966,30.725,0,0.21878,6.3878,2.1243,0.86464,0.23705,1.6246,0.11715,0.21878,198.52,1.8386,7.3878,0.21878,0.10299,17.39,0.22273,0.10299,0.38713,0.18463,1.8386,0.44083,4.601,0.031901,0.10299,25.509,14.309,14.236,0.1974,2.1243,0.86464,0.092924,0.51423,0.017846,0.10485,56.73,39.34,2.1616,2.2145,19.171,0.19265,0.090687,2.9509,0.13467,0.069887,1.4397,1.4397,10564,0.092924,0.25303,0.89902,0,20.989,9.278,23.138,15.775,3.5371,"0"
0.078575,0.077278,-0.0093705,0.79368,-12.641,0,0.098338,11.94,0.59187,0.92272,0.10803,2.1652,0.45465,0.098338,104.82,3.4822,12.94,0.098338,0.16615,0.85296,0.10803,0.13276,0.30159,0.51167,3.2265,-0.0097209,4.5781,0.11776,0.17553,32.894,11.096,6.5215,0.087906,0.59187,0.94914,0.14852,0.18775,0.0092398,0.18252,16.971,16.118,53.7537800000001,0.76323,1.0017,-0.06273,-0.10599,0.46646,0.045418,0.090121,0.95723,0.98464,-354.66,0.14852,0.085156,0.83932,0.028634,427.92,22.645,28.009,13.032,0.61401,"0"
0.033572,0.72486,-0.04223,0.93336,-23.1,0,0.061369,0.37957,3.4636,0.27514,0.080729,0.096841,0.040648,0.061369,1879.2,0.19423,1.3796,0.061369,0.017718,17.544,0.070969,0.0096927,0.03114,0.12055,0.15588,-0.10337,3.464,0.2023,0.023308,67.927,5.3734,4.6977,0.058416,3.4636,0.27514,0.016866,0.045543,0.16066,0.02049,59.289,41.745,0.20165,0.67065,17.845,-0.0084506,-0.0024398,0.81599,0.63371,0.1861,0.6735,0.6735,-122.93,0.016866,0.12202,0.98255,0,20.805,8.7435,66.781,5.4656,8.4784,"0"
-0.274,0.79224,-0.17181,0.78313,-26.62,0,-0.274,0.26225,7.829512,0.20776,-0.25488,-0.34585,-0.025455,-0.274,-1243.1,-0.29362,1.2622,-0.274,-0.029984,19.53,-0.25825,-0.029984,-0.37787,0.16061,-0.29362,-0.45266,2.7276,0.082096,-0.027891,30.633,11.955,11.955,-0.30093,8.09157900000002,0.20776,-0.03293,0.099109,-0.12177,-0.02826,21.645,2.74274,-0.56036,0.71631,18.844,-0.29963,-0.032789,0.78313,0.79224,0.083648,0.54739,0.54739,-91.75,-0.032992,-1.3188,1.0281,0,18.689,104.607499999999,31.644,11.535,24.076,"1"
0.19713,0.36559,0.16701,1.4568,-12.97,0.49101,0.24227,1.2052,1.2189,0.44062,0.24227,0.66268,0.29208,0.24227,416.61,0.87611,2.7353,0.24227,0.22093,62.597,0.21271,0.17977,0.60776,0.44062,0.75265,0.35733,4.0939,0.08365,0.22093,148.33,2.4608,0.58183,0.21271,1.1552,0.44062,0.19397,0.77247,0.041341,0.19397,83.277,20.68,1.0482,0.94241,76.301,0.13468,0.12282,1.4568,0.36559,0.40637,0.94273,0.94273,2073.1,0.17961,0.4474,0.82039,0,5.831,17.65,121.69,2.9995,2.3462,"0"
0.13346,0.12513,0.4372,5.9666,103.68,0,0.16783,6.9918,1.0115,0.87487,0.17106,1.9066,0.21752,0.16783,207.57,1.7584,7.9918,0.16783,0.16592,75.019,0.16106,0.13194,0.54846,0.80275,1.4838,0.92087,4.1287,-0.064774,0.16911,38.33,9.5227,6.6993,0.17328,1.0115,0.89532,0.1713,2.1987,0.019559,0.15922,119.68,44.663,0.64194,3.6048,90.526,0.10886,0.10762,4.1975,0.088028,0.10501,1.8427,1.8858,5880.5,0.1713,0.15255,0.83588,0.02337,4.8654,8.1723,31.764,11.491,2.1306,"0"
0.095955,0.89224,-0.79693,0.2164666,-199.77,-0.85657,0.095955,0.12078,1.6813,0.10776,0.09609,0.10754,0.12732,0.095955,1521.4,0.23991,1.1208,0.095955,0.057073,4.205,0.096076,0.057073,0.095955,-0.56617,0.23991,-0.88088,1.899184,0.52499,0.057153,204.14,1.7879,1.7879,0.085981,1.6813,0.10776,0.05114,0.014578,0.13886,0.057145,17.867,13.662,4.9541,0.085111,4.4316,-0.022024,-0.0131,0.1170828,0.89224,0.5593,0.11912,0.11912,-59.125,0.051148,0.89043,0.94328,0,86.802,26.716,193.7,1.8843,1.8584,"0"
-0.017954,0.66658,0.12288,1.1848,-58.503,0.2097,-0.021795,0.43831,1.1131,0.29217,-0.021795,-0.032776,-0.0031133,-0.021795,-32628.2,-0.0094662,1.5002,-0.021795,-0.010754,74.545,0.18941,-0.0088584,0.26006,0.29217,-0.0037034,0.57923,4.3835,0.26887,-0.010754,133.3,2.7382,0.28415,0.18941,2.0362,0.29376,0.093453,0.18641,0.10696,0.093453,119.56,45.015,-0.043374,0.5623,82.976,0.17392,0.085813,1.1819,0.66498,0.3652,1.3772,1.3848,2971.7,0.1016,-0.061451,0.8984,0.0054629,4.8964,8.1084,119.75,3.0479,9.554,"0"
0.0011526,0.075667,0.027242,1.3632,11.276,0.00076394,0.0025226,12.155,1.0089,0.91972,0.0025226,0.033633,0.19124,0.0025226,367.1,0.99428,13.216,0.0025226,0.006412,15.656,0.0021527,0.0029298,0.0034174,0.91972,0.97618,0.030345,4.7289,0.12281,0.006412,70.206,5.199,0.02845,0.0021527,0.40988,0.92038,0.005472,0.37041,0.033229,0.005472,69.086,53.43,0.068305,1.1382,15.796,-0.070559,-0.17935,1.3513,0.075003,0.19235,1.0245,1.0252,1459.2,0.0088284,0.0012532,0.99117,0.00072182,23.314,6.8314,69.587,5.2453,0.43822,"0"
0.017262,0.65028,-0.17701,0.58382,2413.8,0,0.022752,0.53779,1.6548,0.34972,0.046564,0.053493,0.054392,0.022752,2637,0.13841,1.5378,0.022752,0.013749,23.654,0.033818,0.010431,0.15672,0.34139,0.12997,-0.23549,3.8504,0.39079,0.02348,95.581,3.8191,2.4979,0.030594,1.6548,0.5736,0.018488,0.039326,0.21446,0.020436,51.081,27.427,0.16096,0.33168,24.097,-0.033438,-0.020207,0.38185,0.42532,0.26184,0.46524,0.76309,-1254.4,0.018488,0.049359,0.996,0.64019,15.431,13.308,93.814,3.8907,2.2014,"0"
0.00071798,0.19767,0.34601,2.8896,-25.468,0.0068071,0.0048184,4.0589,1.015,0.80233,0.029036,0.026314,0.045819,0.0048184,1551.5,0.23526,5.0589,0.0048184,0.0047474,146.42,0.015069,0.00070739,0.047257,0.58199,0.21452,0.73481,3.502,0.15721,0.012334,68.051,5.3637,4.9686,0.03281,1.015,0.81689,0.032326,0.23752,0.1161,0.014847,174.64,28.221,0.0017634,0.66609,151.31,-0.026617,-0.026225,2.6768,0.18311,0.18644,1.7039,1.7348,1099.3,0.032326,0.00089487,0.99535,0.018145,2.4928,12.933,65.851,5.5428,2.1555,"0"
0.19852,0.0395,0.78183,20.793,197.36,0,0.19852,24.317,1.8957,0.9605,0.21754,5.0257,0.15106,0.19852,50.348,7.2495,25.317,0.19852,0.10472,52.963,0,0.10472,0.19852,0.65647,7.2495,4.3757,2.5171,-0.066423,0.23412,14.244,25.625,25.625,9.121e-05,1.8957,0.9605,4.8115e-05,4.1877,0.014989,0,126.29,73.329,0.72169,13.829,99.192,-0.087841,-0.046338,20.793,0.0395,0.039025,5.3757,5.3757,257.15,0.46605,0.20668,0.54471,0,6.8915,4.9776,7.6055,47.992,10.61,"0"
0.4529,0.42534,0.099825,1.4525,22.255,0,0.54972,1.3511,1.8991,0.57466,0.57333,2.4916,0.3621,0.54972,225.76,1.6167,2.3511,0.54972,0.28947,2.7793,0.56512,0.23848,1.3321,0.23649,1.3891,0.1469,3.9733,0.17619,0.3019,60.423,6.0407,3.1335,0.56631,1.8991,0.77526,0.2982,0.4634,0.020166,0.29757,41.941,39.161,31.32,1.3869,3.9602,0.42718,0.22494,0.75342,0.22063,0.16554,0.84566,1.1409,938.7,0.2982,0.78811,0.71182,0.34907,131.33,9.3204,42.405,8.6075,2.7946,"0"
0.075535,0.51283,0.12805,1.5396,-20.272,0.22712,0.09385,0.91937,1.1368,0.47148,0.09385,0.39549,0.22962,0.09385,805.12,0.45335,1.95,0.09385,0.09269,61.392,0.13046,0.074602,0.28234,0.47148,0.41763,0.20176,4.6458,0.4689,0.09269,97.249,3.7533,0.25439,0.13046,1.0347,0.74701,0.12885,0.16079,0.062654,0.12885,117.95,56.557,0.44354,0.82193,69.792,-0.0081797,-0.0080786,0.71242,0.2373,0.26643,0.74289,1.177,5664.5,0.12036,0.16021,0.87964,0.58439,5.9454,6.4536,85.544,4.2668,1.5954,"0"
0.042602,0.58735,0.39272,1.6832,-46.381,0,0.042602,0.70256,1.3561,0.41265,0.065322,0.074108,0.036148,0.042602,4373.3,0.083461,1.7026,0.042602,0.031415,147.2,0.065321,0.031415,0.042602,0.044918,0.083461,12.116,3.3583,0.4187,0.0467,164.6,2.2175,2.1703,0.08137,1.3561,0.42514,0.060002,0.050064,0.27291,0.048168,252.68,105.48,0.077897,0.73181,156.59,0.058902,0.043435,1.6474,0.57486,0.45096,12.73,13.116,896.19,0.060002,0.10324,0.96865,0.030266,2.4796,3.4603,154.72,2.359,41.837,"0"
0.23427,0.14633,0.38623,3.7388,21.131,0.39144,0.29257,5.8109,1.2554,0.85032,0.29257,2.0747,0.21573,0.29257,169.68,2.1511,6.8338,0.29257,0.20051,27.854,0.28964,0.16055,0.48948,0.85032,1.7527,0.817,4.3893,0.062971,0.20051,44.285,8.242,1.9794,0.28964,1.4786,0.85563,0.1985,1.8608,0.015427,0.1985,66.251,38.396,2.1039,2.9492,34.968,0.26744,0.18329,3.6032,0.14102,0.12133,1.7987,1.8099,9465.5,0.20343,0.27551,0.79657,0.0062436,13.104,9.5061,35.276,10.347,3.0865,"0"
-0.22311,0.84597,-0.17494,0.70597,-52.892,-0.12512,-0.22311,0.18208,1.6071,0.15403,-0.2168,-0.37499,-0.087919,-0.22311,-2185.4,-0.16702,1.1821,-0.22311,-0.13883,14.71,0,-0.13883,-0.22311,0.077101,-0.16702,-0.30163,3.1985,0.49444,-0.27765,126.75,2.8797,2.0253,0.05023,1.6071,0.15403,0.031255,0.086308,0.34467,0,83.734,69.024,-3.4446,0.59711,13.798,-0.081814,-0.050908,0.49651,0.59497,0.34726,0.26559,0.26559,-276.28,-0.066109,-1.4484,1.0701,0,24.812,5.288,135.13,2.7011,2.771,"0"
-0.027068,0.58894,0.42007,1.7514,-23.211,0.011676,-0.018943,0.69797,2.2068,0.41106,0.05575,-0.033883,-0.0064726,-0.018943,-15049,-0.024254,1.698,-0.018943,-0.0085837,91.183,0.055747,-0.012266,0.1744,0.31593,-0.03805,20.131,3.1568,0.25455,-0.0033175,95.392,3.8263,3.6323,0.067649,2.2068,0.41106,0.030654,0.060057,0.32499,0.025261,156.39,65.208,-0.049098,0.76526,94.067,0.051089,0.02315,1.6625,0.55907,0.26135,19.7,19.7,602.75,0.030654,-0.065849,1.0085,0,4.0029,5.5974,92.468,3.9473,105.76,"0"
-0.10338,0.5073,0.45011,1.8924,-0.79454,-0.24023,-0.067515,0.54008,0.80607,0.27398,-0.067515,-0.13385,-0.057281,-0.067515,-3202.4,-0.11398,1.9712,-0.067515,-0.066884,153.3,-0.06363,-0.10241,-0.21829,0.27398,-0.18467,9.8928,4.7202,0.42297,-0.066884,147.01,2.4828,-0.12543,-0.06363,1.3325,0.2769,-0.063035,0.21658,-0.30923,-0.063035,305.64,152.34,-0.24383,1.0518,123.57,-0.073324,-0.072639,1.8815,0.50439,0.40277,6.0218,6.0858,23634,-0.24059,-0.37731,1.2406,0.010635,2.3809,2.396,182.38,2.0013,22.186,"0"
0.6702676,0.18853,0.71105,4.7829,152.42,0,0.7284035,4.3041,2.1779,0.81147,0.761079200000002,4.2032,0.3777,0.7284035,83.655,4.3631,5.3041,0.728830000000002,0.36276,20.705,0.7288337,0.36276,1.2642,0.81147,4.3631,7.041,3.4869,-0.21252,0.36277,48.579,7.5136,7.4909,0.741539800000001,2.1779,0.81147,0.35154,3.4832,0.0078862,0.35096,40.94,20.235,6.3948,4.1256,31.93,0.711006200000001,0.33601,4.7684,0.18797,0.13309,8.0354,8.0354,2181.8,0.35154,0.97361,0.64176,0,17.628,18.038,31.501,11.587,21.566,"0"
0.02524,0.18743,0.44997,3.5201,-1.1785,0,0.02524,4.3353,1.7398,0.81257,0.027974,0.14136,0.083334,0.02524,471.86,0.77353,5.3353,0.02524,0.014507,93.934,0,0.014507,0.17117,0.73311,0.77353,1.2113,3.8192,0.10132,0.0389,55.017,6.6343,6.32,0.0048747,1.7398,0.81257,0.0028019,0.094472,0.052175,0,128.32,34.387,0.056371,1.0125,137.96,-0.11974,-0.068827,3.3533,0.17855,0.15073,2.1874,2.1874,2967.2,0.31914,0.031062,0.68658,0,3.8857,10.615,37.459,9.7439,4.6833,"0"
0.66204,0.38659,0.5931,2.5342,183.55,0,0.7284035,1.5867,2.3859,0.61341,0.76009,1.9561,0.31694,0.7284035,186.6,1.9561,2.5867,0.728830000000002,0.31694,30.812,0.69397,0.27748,0.7562,0.53265,1.7125,29.195,3.3208,-0.043749,0.31694,101.11,3.6412,3.6412,0.70504,2.3859,0.61341,0.2955,1.27,0.018569,0.29086,74.764,43.953,3.2871,2.0132,52.224,0.69397,0.29086,2.5342,0.38659,0.27463,30.195,30.195,1241.4,0.41506,1.0793,0.59161,0,11.846,8.3044,59.14,6.1718,117.45,"0"
0.028504,0.50578,0.33734,2.261,39.329,0,0.028504,0.97713,1.1163,0.49422,0.032654,0.10655,0.040688,0.028504,4064.5,0.089802,1.9771,0.028504,0.025534,82.499,0,0.025534,0.1304,0.36379,0.089802,0.85375,4.9338,0.42113,0.060207,126.48,2.8858,1.5264,0.025307,1.1163,0.69533,0.02267,0.14282,0.99662,0,185.28,102.78,0.11297,1.3178,119.29,-0.016917,-0.015154,1.1959,0.26752,0.34653,1.2508,1.7597,28962,0.30843,0.057675,0.69643,0.40693,4.4243,3.5513,87.471,4.1728,2.8252,"0"
0.080028,0.30079,0.63946,3.1259,79.639,0.24054,0.1006,2.2083,1.1069,0.66424,0.1006,0.33444,0.092746,0.1006,938.77,0.38881,3.3245,0.1006,0.079779,111.3,0.10733,0.063465,0.30455,0.66424,0.32042,10.703,4.2736,0.033117,0.079779,96.371,3.7874,0.35683,0.10733,1.2916,0.66424,0.085118,0.88294,0.079955,0.085118,195.29,83.99,0.20813,1.8476,123.19,0.090978,0.07215,3.1259,0.30079,0.26403,11.118,11.118,12007,0.096539,0.12048,0.90346,0,3.2794,4.3457,87.068,4.1921,21.106,"0"
0.039991,0.46287,-0.016684,0.84438,-24.601,-0.1172,0.046206,1.1604,0.44897,0.53713,0.084057,0.43098,0.22802,0.046206,1650.4,0.22116,2.1604,0.046206,0.10292,1.3046,0.083981,0.089073,-0.026033,0.013271,0.20774,-0.018345,4.5939,0.98928,0.16532,108.94,3.3504,0.77603,0.089763,0.44897,0.88023,0.19993,0.1972,0.11009,0.18705,56.409,55.104,24.921,0.82941,1.6306,0.027815,0.061954,0.19558,0.10721,0.29847,0.59059,0.96785,-655,0.19993,0.074453,0.89781,0.63878,279.78,6.6238,87.16,4.1877,0.49366,"0"
0.53077,0.41538,0.44615,2.0741,0.016815,-0.33077,0.7284035,1.4074,7.829512,0.58462,0.761079200000002,11.13932,0.072562,0.7284035,0.21447,11.93996,2.4074,0.728830000000002,0.06664,0.00057639,0.7288337,5.4481e-05,1.351032,0.2,10.53663,3.2222,1.899184,3.79e-05,0.069957,4.837046,61.92121,44.27758,0.741539800000001,8.09157900000002,0.58462,0.064351,0.12963,1.873e-05,0.069957,7.98458,2.74274,34.5,2.037,0.00061603,0.711006200000001,0.064035,2.0741,0.41538,0.0134369,4.2222,4.2222,0.058,0.064351,0.90789,0.93416,0,769.316000000004,104.607499999999,4.983528,63.1187300000001,479.757000000002,"0"
0.088479,0.38356,0.19311,1.5035,21.253,0.083617,0.078686,1.2969,1.0377,0.49743,0.078686,0.20515,0.10993,0.078686,639.54,0.57072,2.6072,0.078686,0.039514,15.678,0.094803,0.044431,0.070427,0.49743,0.59625,0.45616,5.2784,0.098535,0.039514,72.955,5.0031,0.24717,0.094803,2.0771,0.49743,0.047607,0.49509,0.053655,0.047607,70.892,55.213,1.0344,1.2805,16.27,-0.045414,-0.022806,1.5035,0.38356,0.19988,1.175,1.175,36660,0.036356,0.17787,0.96364,0,23.28,6.6107,70.303,5.1918,4.704,"0"
0.030348,0.55002,0.12852,1.2534,-86.32,0.030348,0.038863,0.81548,1.0292,0.44853,0.038863,0.076632,0.056656,0.038863,2975.8,0.12266,1.8181,0.038863,0.032637,120.84,0.033339,0.025486,0.038863,0.44853,0.10717,0.35275,4.8888,0.35025,0.032637,160,2.2813,0.060614,0.033339,1.2048,0.49142,0.027998,0.27171,0.29194,0.027998,152.61,31.764,0.076978,0.47605,124.38,0.0047385,0.0039794,1.1557,0.50714,0.43835,1.2311,1.3488,9949.8,0.028412,0.06766,0.97159,0.09561,3.0204,11.491,155.45,2.348,3.2683,"0"
0.17764,0.41905,0.54411,2.3275,12.249,0,0.22431,1.3864,1.9978,0.58095,0.23708,0.54728,0.11827,0.22431,647.34,0.56384,2.3864,0.22431,0.11228,87.61,0.23555,0.088917,0.64767,0.56712,0.45247,11.821,3.8592,0.14008,0.11393,84.929,4.2977,4.2035,0.23632,1.9978,0.59014,0.11829,0.35194,0.056433,0.1179,147.94,60.328,0.37045,1.1576,99.364,0.22358,0.11191,2.2765,0.40986,0.23268,12.622,12.821,3934.3,0.11829,0.30577,0.88834,0.015807,4.1662,6.0502,74.883,4.8743,43.405,"0"
0.014633,0.50386,0.21879,1.499,25.367,0,0.020312,0.98466,0.69242,0.49614,0.020393,0.046322,0.065853,0.020312,4033.4,0.090495,1.9847,0.020312,0.029335,80.035,-0.032283,0.021133,0.040842,0.46305,0.079223,0.63842,3.7802,0.30863,0.029452,204.7,1.7831,1.5518,-0.089487,0.69242,0.49614,-0.12924,0.69285,-2.204328,-0.046623,186.33,106.3,0.096377,1.1527,70.875,-0.057568,-0.083141,1.3045,0.4385,0.56081,1.4477,1.4477,1318.9,-0.12924,0.029493,0.97622,0,4.5605,3.4338,231.15,1.5791,2.0204,"0"
0.15916,0.43569,0.09363,1.2636,-41.206,0,0.15916,1.2952,2.0668,0.56431,0.19547,0.44807,0.088974,0.15916,864.78,0.42207,2.2952,0.15916,0.077006,53.484,0.19547,0.077006,0.21951,0.11222,0.42207,0.16988,3.6458,0.20975,0.084662,69.214,5.2735,4.2993,0.19364,2.0668,0.61706,0.093688,0.012751,0.065953,0.094575,78.465,24.981,0.52553,0.41098,59.013,0.17073,0.082608,1.0302,0.3552,0.18963,1.0238,1.1195,414.21,0.093688,0.28204,0.9236,0.093466,6.8245,14.611,62.729,5.8186,3.7499,"0"
0.11883,0.56599,0.22723,1.5536,5.3703,0,0.14816,0.76683,0.98074,0.43401,0.17756,0.36097,0.20945,0.14816,1005.7,0.36294,1.7668,0.14816,0.15107,78.24,0.17751,0.12116,0.25084,0.1258,0.31111,0.62718,4.5506,0.57663,0.17832,186.94,1.9525,1.416,0.17932,0.98074,0.5884,0.18285,0.015526,0.080361,0.181,234.96,156.72,0.56524,1.0414,95.746,0.12026,0.12262,1.1267,0.41046,0.51217,1.1979,1.624,8073.1,0.18285,0.27379,0.84938,0.35571,4.6652,2.329,152.76,2.3894,2.7069,"0"
-0.11054,0.96781,-0.020648,0.80825,-34.719,-0.075707,-0.13342,-0.0451,1.0832,-0.043649,-0.13342,-1.2391,-0.13732,-0.13342,-3877.5,-0.094132,1.0333,-0.13342,-0.20111,14.823,0.051292,-0.16663,-0.088629,-0.043649,-0.070493,-0.022616,5.8341,1.4305,-0.20111,64.173,5.6877,0.052998,0.051292,0.66873,0.81648,0.077316,0.24312,0.3399,0.077316,33.48,18.657,-4.103,0.55804,16.056,0.0089741,0.013527,0.1170828,0.10768,0.17582,-0.04781,0.89432,-14093,0.076823,2.5325,0.92318,-3.903855,24.624,19.564,59.243,6.161,0.72665,"0"
0.11078,0.60215,-0.04382,0.92229,-3.4178,0.14796,0.11078,0.65218,1.0225,0.39271,0.11078,0.19644,0.026913,0.11078,1245.8,0.29298,1.6607,0.11078,0.0169,0.72694,0.12086,0.0169,0.15694,0.39271,0.29298,-0.091312,4.0504,0.086522,0.0169,32.108,11.368,0.20071,0.12086,6.564,0.43094,0.018438,0.068022,0.10615,0.018438,26.825,26.098,8.4854,0.89914,0.74332,0.055221,0.0084242,0.86374,0.56392,0.087968,0.81832,0.89798,-492.17,0.022039,0.28208,0.97796,0.097341,502.11,13.986,31.401,11.624,13.659,"0"
0.038726,0.74594,0.20112,1.3214,-2937.9,0,0.040912,0.34059,4.2097,0.25406,0.07995,0.065386,0.014819,0.040912,4364.5,0.08363,1.3406,0.040912,0.0097185,30.077,0.071127,0.0091992,0.040912,0.094004,0.080699,1.1609,4.1075,0.17046,0.016006,55.189,6.6144,5.5483,0.071518,4.2097,0.3497,0.016989,0.071999,0.26852,0.016896,67.783,37.706,0.11164,0.76703,30.593,0.049656,0.011796,1.1084,0.6257,0.15118,1.4664,2.0185,2576,0.016989,0.15243,0.9924,0.37646,12.135,9.6801,54.251,6.728,24.298,"0"
0.3698,0.04568,0.79435,18.389,181.48,0,0.3698,20.891,1.6814,0.95432,0.40225,8.0955,0.23225,0.3698,42.696,8.5487,21.891,0.3698,0.21993,18.759,0.25732,0.21993,0.55735,0.36981,8.5487,4.9658,3.9213,-0.21808,0.21993,11.736,31.101,31.101,0.26075,1.6814,0.95432,0.15507,9.075,0.0054768,0.15304,92.364,73.605,4.2794,16.498,22.202,0.23662,0.14072,18.389,0.04568,0.032154,5.9658,5.9658,6627.4,0.15507,0.38751,0.79771,0,19.458,4.9589,9.9161,36.809,10.511,"0"
0.16528,0.33669,0.10455,1.4613,-8.2273,0,0.20558,1.9701,2.5729,0.66331,0.2199,0.90712,0.1024,0.20558,466.44,0.78252,2.9701,0.20558,0.079902,21.333,0.2199,0.064237,0.40405,0.55142,0.66282,0.15632,3.3034,0.12153,0.084531,35.16,10.381,6.9877,0.22022,2.5729,0.77337,0.085594,0.13517,0.040401,0.08547,42.637,21.304,1.0991,0.79781,23.329,0.16202,0.062971,0.98365,0.22663,0.096328,0.99177,1.1563,210.24,0.085594,0.24917,0.9201,0.16592,17.11,17.133,32.15,11.353,3.8469,"0"
